order_date,order_time,product_category,qty,unit_price,store_id,store_location,customer_id,customer_age,customer_gender,loyalty_member,is_repeat_customer,customer_discovery_source,payment_method,discount_applied,total_amount,promo_applied,promo_type
2023-03-31,03:31:52,Coffee,3,3.79,STORE_8,Uptown,CUST_32744,60,Male,True,True,Social Media,Card,0.15,14.5,False,% off
2024-05-15,20:39:54,Pizza,2,5.63,STORE_6,Uptown,CUST_32745,50,Male,False,False,Social Media,Wallet,0.46,12.66,False,% off
2021-05-07,09:03:43,Cold Drinks,1,5.59,STORE_8,Suburbs,CUST_32746,29,Female,True,False,Online Ad,UPI,0.45,40.44,False,Flat discount
2024-10-24,02:47:24,Merchandise,2,7.23,STORE_10,Airport,CUST_32747,18,Other,False,False,Friend,Wallet,0.31,27.72,False,Flat discount
2023-02-25,08:50:07,Tea,1,2.99,STORE_3,Airport,CUST_32748,42,Other,True,True,Online Ad,Card,0.19,22.28,False,Flat discount
2022-03-18,09:14:42,Cold Drinks,2,4.98,STORE_8,Airport,CUST_32749,50,Male,True,True,Online Ad,Cash,0.09,8.8,False,Flat discount
2021-04-30,16:51:10,Pizza,1,5.59,STORE_1,Airport,CUST_32750,23,Male,True,False,Walk-in,Cash,0.32,43.27,True,% off
2023-10-03,19:08:14,Tea,2,7.58,STORE_9,Airport,CUST_32751,39,Male,True,False,Event,Wallet,0.36,8.81,True,Flat discount
2024-07-11,17:00:32,Pizza,3,5.1,STORE_6,Airport,CUST_32752,52,Female,True,True,Social Media,UPI,0.14,27.0,False,Flat discount
2021-09-22,11:17:14,Merchandise,1,4.04,STORE_6,Suburbs,CUST_32753,64,Female,False,True,Friend,Wallet,0.14,28.39,False,BOGO
2020-12-07,09:00:44,Merchandise,3,3.75,STORE_4,Downtown,CUST_32754,26,Female,True,True,Online Ad,UPI,0.35,35.93,True,BOGO
2023-06-11,16:16:22,Tea,1,3.3,STORE_2,Uptown,CUST_32755,46,Male,True,True,Event,Wallet,0.32,34.16,True,None
2022-06-12,11:31:26,Merchandise,1,7.77,STORE_7,Downtown,CUST_32756,48,Male,True,False,Friend,Card,0.49,27.12,True,% off
2020-07-28,04:10:04,Cold Drinks,1,5.62,STORE_7,Uptown,CUST_32757,42,Female,True,False,Online Ad,Cash,0.42,13.81,False,Flat discount
2021-12-20,18:29:52,Snacks,2,3.82,STORE_6,Uptown,CUST_32758,32,Other,False,False,Social Media,UPI,0.12,42.92,False,BOGO
2024-01-06,20:36:52,Cake,1,6.47,STORE_1,Suburbs,CUST_32759,51,Female,False,False,Friend,Wallet,0.21,26.1,False,Flat discount
2022-12-11,23:14:38,Pizza,3,3.74,STORE_5,Uptown,CUST_32760,18,Female,False,True,Social Media,Card,0.31,43.16,False,BOGO
2025-04-04,22:31:50,Cake,2,5.02,STORE_4,Downtown,CUST_32761,61,Female,False,False,Friend,UPI,0.09,47.07,True,BOGO
2023-11-21,15:44:21,Pizza,2,2.16,STORE_5,Suburbs,CUST_32762,60,Other,False,False,Event,Card,0.44,41.94,True,% off
2021-05-05,11:46:14,Tea,1,7.08,STORE_5,Suburbs,CUST_32763,48,Female,True,False,Friend,UPI,0.12,47.23,False,Flat discount
2022-12-25,16:55:50,Cake,4,7.74,STORE_9,Downtown,CUST_32764,62,Female,False,False,Social Media,Wallet,0.44,40.33,True,Flat discount
2021-08-06,01:04:27,Snacks,2,7.19,STORE_5,Uptown,CUST_32765,42,Other,True,True,Friend,Cash,0.09,10.05,False,BOGO
2022-03-17,20:32:01,Cake,1,3.03,STORE_7,Suburbs,CUST_32766,40,Male,False,False,Social Media,Cash,0.42,23.66,True,% off
2021-09-25,08:19:30,Snacks,3,6.95,STORE_7,Airport,CUST_32767,41,Male,False,False,Friend,Cash,0.34,45.09,True,BOGO
2024-05-06,12:34:56,Pizza,4,4.08,STORE_2,Uptown,CUST_32768,55,Other,False,True,Friend,Card,0.33,39.27,False,None
2021-11-29,11:17:27,Pizza,2,7.62,STORE_2,Uptown,CUST_32769,61,Female,False,True,Event,Wallet,0.25,30.57,True,% off
2023-09-10,00:09:13,Snacks,4,3.79,STORE_8,Downtown,CUST_32770,60,Male,True,False,Online Ad,UPI,0.09,41.43,True,None
2023-04-21,06:48:54,Cake,2,2.54,STORE_8,Suburbs,CUST_32771,45,Female,True,False,Social Media,Cash,0.46,47.8,True,Flat discount
2020-09-02,16:31:12,Snacks,4,7.12,STORE_2,Downtown,CUST_32772,48,Male,False,False,Online Ad,Wallet,0.25,24.94,True,BOGO
2023-05-18,23:16:29,Tea,4,2.7,STORE_7,Airport,CUST_32773,18,Male,False,True,Online Ad,Card,0.12,18.12,False,None
2024-11-06,14:40:08,Tea,3,5.25,STORE_3,Airport,CUST_32774,33,Female,True,False,Walk-in,Cash,0.44,37.7,False,None
2024-10-14,08:42:26,Cake,4,4.26,STORE_4,Suburbs,CUST_32775,27,Female,False,True,Walk-in,Wallet,0.29,49.23,False,Flat discount
2020-11-30,17:01:03,Pizza,3,6.54,STORE_1,Suburbs,CUST_32776,51,Male,True,False,Online Ad,Card,0.04,32.14,True,Flat discount
2020-05-06,19:32:27,Snacks,1,6.49,STORE_3,Uptown,CUST_32777,25,Male,True,True,Friend,Card,0.29,26.01,False,BOGO
2022-05-05,06:19:15,Tea,2,6.66,STORE_5,Suburbs,CUST_32778,46,Other,False,True,Online Ad,Card,0.21,30.84,True,BOGO
2023-01-12,09:22:38,Pizza,3,2.38,STORE_9,Downtown,CUST_32779,44,Male,True,True,Social Media,UPI,0.35,43.81,True,Flat discount
2020-07-25,21:53:07,Cold Drinks,2,7.15,STORE_3,Suburbs,CUST_32780,19,Female,True,True,Walk-in,Cash,0.29,24.76,False,% off
2022-11-04,01:04:18,Snacks,3,4.8,STORE_10,Suburbs,CUST_32781,28,Male,False,True,Friend,Wallet,0.08,15.84,False,% off
2021-11-18,23:07:18,Tea,2,3.32,STORE_9,Downtown,CUST_32782,35,Female,True,True,Walk-in,UPI,0.0,38.03,False,None
2021-07-10,16:35:56,Pizza,3,3.79,STORE_2,Uptown,CUST_32783,26,Male,False,False,Friend,Wallet,0.37,22.71,False,Flat discount
2021-03-08,01:11:33,Cold Drinks,2,7.42,STORE_4,Airport,CUST_32784,55,Female,False,False,Walk-in,Cash,0.42,32.6,False,% off
2020-12-26,05:51:54,Snacks,1,2.04,STORE_3,Airport,CUST_32785,47,Other,True,True,Walk-in,Wallet,0.01,9.85,False,BOGO
2021-07-03,06:42:49,Coffee,2,6.81,STORE_1,Uptown,CUST_32786,38,Male,False,False,Event,Card,0.26,27.36,True,% off
2022-03-01,06:32:03,Merchandise,1,7.54,STORE_3,Airport,CUST_32787,53,Male,False,False,Walk-in,Card,0.29,6.62,False,Flat discount
2022-12-20,06:50:19,Coffee,1,3.5,STORE_8,Airport,CUST_32788,58,Other,False,False,Friend,Cash,0.49,13.69,True,None
2024-01-01,18:58:33,Cake,1,6.93,STORE_3,Downtown,CUST_32789,24,Other,True,True,Online Ad,Card,0.11,25.87,True,BOGO
2021-03-27,12:10:23,Snacks,4,2.97,STORE_6,Downtown,CUST_32790,57,Female,False,False,Online Ad,Wallet,0.04,24.72,False,Flat discount
2023-01-29,06:12:17,Merchandise,2,2.1,STORE_8,Downtown,CUST_32791,43,Female,True,False,Online Ad,Card,0.38,10.54,True,Flat discount
2024-06-08,20:55:14,Snacks,4,5.63,STORE_6,Uptown,CUST_32792,60,Male,True,False,Friend,UPI,0.36,24.83,True,BOGO
2024-08-03,14:10:46,Cake,4,5.88,STORE_3,Downtown,CUST_32793,49,Male,False,True,Event,Wallet,0.18,49.69,False,None
2023-07-04,23:25:04,Coffee,2,2.9,STORE_3,Downtown,CUST_32794,33,Male,False,True,Event,UPI,0.16,37.31,False,% off
2023-07-01,21:30:12,Merchandise,1,5.07,STORE_7,Airport,CUST_32795,45,Other,False,True,Online Ad,UPI,0.41,13.46,True,BOGO
2022-04-22,06:51:53,Coffee,4,4.31,STORE_3,Downtown,CUST_32796,43,Female,True,False,Event,Card,0.45,36.56,False,Flat discount
2024-09-25,16:47:07,Coffee,4,2.46,STORE_6,Downtown,CUST_32797,28,Other,False,True,Event,Wallet,0.04,9.61,True,None
2021-09-15,01:19:19,Snacks,3,5.05,STORE_6,Uptown,CUST_32798,24,Female,False,True,Online Ad,UPI,0.35,40.7,True,% off
2024-01-01,07:58:08,Coffee,2,5.51,STORE_5,Downtown,CUST_32799,48,Male,True,True,Walk-in,Cash,0.35,13.08,True,Flat discount
2024-07-29,22:54:01,Cake,4,3.3,STORE_9,Uptown,CUST_32800,61,Female,True,True,Friend,Cash,0.18,23.3,True,Flat discount
2020-04-09,07:02:25,Cold Drinks,2,6.44,STORE_4,Airport,CUST_32801,64,Female,False,True,Event,UPI,0.21,34.28,False,None
2021-05-07,11:44:24,Pizza,2,2.44,STORE_2,Airport,CUST_32802,64,Other,True,False,Online Ad,Cash,0.29,7.27,False,Flat discount
2024-09-24,20:31:57,Coffee,4,5.31,STORE_6,Downtown,CUST_32803,59,Female,False,False,Event,Card,0.35,19.42,False,None
2024-03-13,05:18:41,Snacks,2,3.82,STORE_3,Uptown,CUST_32804,53,Female,True,False,Friend,Card,0.42,21.52,True,Flat discount
2020-06-22,08:44:01,Snacks,1,4.62,STORE_3,Airport,CUST_32805,33,Male,True,True,Event,UPI,0.4,37.79,True,None
2020-11-14,23:48:55,Cake,4,7.36,STORE_10,Suburbs,CUST_32806,63,Male,True,False,Event,Cash,0.5,7.61,True,BOGO
2024-08-13,13:37:26,Coffee,4,6.02,STORE_4,Downtown,CUST_32807,42,Female,False,True,Friend,UPI,0.13,9.4,True,% off
2024-12-31,16:50:13,Snacks,4,2.89,STORE_1,Airport,CUST_32808,18,Other,False,True,Friend,Card,0.33,40.52,False,% off
2024-01-03,08:51:21,Merchandise,3,7.32,STORE_2,Downtown,CUST_32809,28,Male,True,False,Friend,UPI,0.05,43.7,True,% off
2021-03-03,09:47:43,Merchandise,3,4.24,STORE_2,Airport,CUST_32810,45,Male,True,True,Friend,Wallet,0.49,19.25,True,BOGO
2020-06-20,22:02:14,Snacks,3,4.05,STORE_8,Downtown,CUST_32811,55,Other,True,True,Online Ad,Card,0.38,28.95,True,BOGO
2022-06-08,06:06:20,Snacks,3,5.01,STORE_10,Uptown,CUST_32812,37,Male,False,True,Walk-in,Cash,0.31,30.99,True,None
2020-12-04,07:36:45,Merchandise,4,3.23,STORE_7,Downtown,CUST_32813,42,Male,True,False,Online Ad,Card,0.15,20.46,True,None
2023-07-18,23:14:13,Tea,1,7.49,STORE_9,Downtown,CUST_32814,25,Male,False,False,Event,Wallet,0.14,39.34,True,None
2021-04-25,16:22:38,Cold Drinks,2,4.81,STORE_6,Airport,CUST_32815,23,Female,False,True,Friend,Cash,0.47,28.42,False,None
2025-03-23,06:50:12,Snacks,2,4.36,STORE_2,Airport,CUST_32816,35,Other,False,True,Friend,Cash,0.03,13.16,True,% off
2021-01-30,04:22:17,Pizza,4,3.03,STORE_5,Suburbs,CUST_32817,46,Other,True,True,Friend,Cash,0.43,10.58,True,BOGO
2024-09-17,13:50:21,Tea,1,6.82,STORE_6,Downtown,CUST_32818,38,Female,True,True,Walk-in,UPI,0.44,6.39,True,None
2023-08-24,10:35:06,Snacks,2,7.72,STORE_1,Suburbs,CUST_32819,45,Female,False,False,Social Media,Card,0.18,33.15,False,None
2024-10-17,18:07:38,Cold Drinks,1,7.22,STORE_9,Airport,CUST_32820,63,Female,False,False,Online Ad,Card,0.07,43.3,False,Flat discount
2021-04-07,07:02:02,Tea,4,2.97,STORE_6,Suburbs,CUST_32821,39,Other,False,True,Social Media,Card,0.01,47.11,True,None
2024-09-22,09:42:34,Snacks,3,6.51,STORE_5,Uptown,CUST_32822,18,Other,False,True,Event,UPI,0.04,7.25,False,% off
2020-11-18,00:16:21,Merchandise,1,3.22,STORE_10,Uptown,CUST_32823,36,Other,False,True,Friend,Wallet,0.05,31.07,True,Flat discount
2024-06-06,18:43:33,Cold Drinks,2,2.23,STORE_2,Uptown,CUST_32824,49,Other,True,False,Walk-in,Card,0.32,40.99,False,% off
2022-06-17,01:09:43,Cake,2,4.91,STORE_3,Airport,CUST_32825,37,Other,True,False,Online Ad,UPI,0.15,38.31,True,BOGO
2022-05-11,16:41:15,Pizza,2,6.02,STORE_5,Downtown,CUST_32826,27,Male,False,False,Friend,Wallet,0.37,37.16,False,None
2021-02-04,00:15:26,Pizza,3,2.75,STORE_9,Uptown,CUST_32827,45,Other,True,False,Online Ad,Card,0.44,28.47,True,% off
2023-07-06,13:13:40,Cold Drinks,1,5.63,STORE_7,Uptown,CUST_32828,22,Female,False,True,Online Ad,Cash,0.09,9.82,True,None
2022-07-20,16:56:45,Pizza,1,7.06,STORE_7,Airport,CUST_32829,35,Other,False,True,Social Media,Card,0.41,6.16,False,Flat discount
2021-02-06,23:21:01,Snacks,2,3.25,STORE_9,Uptown,CUST_32830,50,Female,True,True,Event,UPI,0.23,33.24,False,% off
2021-12-20,23:38:48,Coffee,1,4.57,STORE_1,Airport,CUST_32831,33,Male,False,False,Online Ad,Card,0.28,47.57,True,None
2024-02-16,12:24:28,Cold Drinks,2,4.99,STORE_1,Suburbs,CUST_32832,58,Male,True,True,Social Media,Card,0.48,46.54,False,% off
2020-05-14,13:12:20,Cold Drinks,1,6.99,STORE_2,Airport,CUST_32833,57,Female,False,True,Event,Cash,0.09,24.77,True,% off
2020-02-11,06:23:53,Cold Drinks,3,6.63,STORE_6,Uptown,CUST_32834,26,Other,True,True,Online Ad,UPI,0.42,10.08,True,None
2023-10-12,03:57:43,Merchandise,3,6.62,STORE_7,Uptown,CUST_32835,48,Male,True,False,Friend,Wallet,0.39,21.93,True,Flat discount
2023-02-02,09:42:32,Coffee,4,6.07,STORE_4,Downtown,CUST_32836,59,Other,True,False,Social Media,Card,0.12,48.86,False,None
2025-01-07,10:01:21,Snacks,4,5.71,STORE_2,Uptown,CUST_32837,26,Female,True,False,Social Media,Wallet,0.19,25.91,True,% off
2021-04-21,23:23:14,Cake,4,5.05,STORE_5,Suburbs,CUST_32838,45,Male,True,True,Walk-in,Wallet,0.45,42.6,True,None
2022-06-26,09:33:50,Snacks,1,4.22,STORE_4,Uptown,CUST_32839,45,Female,True,True,Walk-in,UPI,0.4,31.25,False,None
2022-08-08,16:26:48,Pizza,3,5.08,STORE_8,Suburbs,CUST_32840,54,Female,True,False,Social Media,Wallet,0.35,44.38,True,Flat discount
2022-10-10,00:45:16,Cold Drinks,3,7.12,STORE_8,Downtown,CUST_32841,30,Female,True,True,Social Media,Cash,0.19,9.5,True,% off
2025-01-07,07:38:42,Cake,3,5.42,STORE_1,Downtown,CUST_32842,55,Other,True,False,Friend,Card,0.06,10.98,False,BOGO
2024-01-19,15:59:07,Merchandise,2,7.91,STORE_2,Suburbs,CUST_32843,20,Female,False,True,Online Ad,Cash,0.43,48.74,False,BOGO
2023-05-06,06:38:04,Tea,1,2.86,STORE_5,Uptown,CUST_32844,54,Male,False,True,Social Media,UPI,0.0,36.72,True,BOGO
2021-08-25,00:28:34,Snacks,1,4.65,STORE_4,Suburbs,CUST_32845,58,Other,True,False,Online Ad,Wallet,0.0,40.12,False,BOGO
2022-07-05,20:10:02,Snacks,4,3.2,STORE_9,Suburbs,CUST_32846,54,Female,False,True,Event,UPI,0.07,7.77,False,% off
2022-02-17,01:43:33,Cold Drinks,2,4.19,STORE_10,Airport,CUST_32847,50,Other,True,True,Online Ad,Wallet,0.36,18.05,False,BOGO
2024-07-27,23:41:10,Cake,2,6.74,STORE_3,Downtown,CUST_32848,55,Other,True,False,Event,UPI,0.17,45.77,True,% off
2023-09-25,16:06:45,Tea,3,6.95,STORE_1,Suburbs,CUST_32849,23,Female,False,False,Online Ad,Wallet,0.2,18.26,True,None
2021-04-04,18:49:03,Coffee,4,2.19,STORE_5,Uptown,CUST_32850,50,Male,False,False,Online Ad,Card,0.05,38.0,False,BOGO
2023-08-19,05:01:56,Snacks,1,7.72,STORE_5,Downtown,CUST_32851,31,Male,False,False,Social Media,UPI,0.4,45.44,False,Flat discount
2021-12-14,17:37:04,Tea,2,7.23,STORE_7,Suburbs,CUST_32852,39,Other,True,True,Online Ad,UPI,0.27,25.64,True,% off
2024-01-26,02:28:27,Merchandise,3,7.43,STORE_4,Airport,CUST_32853,49,Other,False,True,Social Media,Wallet,0.35,40.9,True,Flat discount
2020-08-07,02:17:24,Cake,1,4.26,STORE_6,Airport,CUST_32854,64,Female,True,False,Friend,Cash,0.26,7.0,False,Flat discount
2024-04-29,07:42:25,Cake,3,4.98,STORE_9,Suburbs,CUST_32855,52,Male,True,False,Friend,Wallet,0.39,6.63,False,BOGO
2023-04-24,13:40:18,Coffee,1,3.01,STORE_6,Downtown,CUST_32856,20,Female,True,True,Event,Cash,0.37,34.4,False,None
2022-07-23,21:20:20,Tea,3,4.38,STORE_3,Uptown,CUST_32857,30,Male,True,False,Online Ad,UPI,0.46,17.05,False,None
2022-04-17,09:13:25,Tea,1,2.76,STORE_2,Uptown,CUST_32858,31,Female,True,True,Walk-in,Card,0.44,35.1,True,Flat discount
2021-05-13,04:08:23,Coffee,4,7.18,STORE_2,Downtown,CUST_32859,61,Female,True,True,Social Media,UPI,0.31,22.24,False,Flat discount
2022-07-22,01:48:04,Cake,1,5.49,STORE_1,Airport,CUST_32860,18,Female,True,True,Social Media,Wallet,0.33,26.71,False,% off
2021-04-01,18:06:45,Tea,1,2.82,STORE_2,Uptown,CUST_32861,54,Female,True,True,Online Ad,Card,0.17,35.2,False,Flat discount
2025-01-01,00:58:33,Merchandise,1,7.27,STORE_8,Suburbs,CUST_32862,20,Other,False,False,Walk-in,Wallet,0.47,40.74,False,None
2021-12-28,20:16:37,Coffee,3,2.48,STORE_10,Uptown,CUST_32863,62,Male,False,False,Online Ad,UPI,0.2,18.78,True,Flat discount
2024-05-07,13:19:39,Cold Drinks,2,7.56,STORE_10,Airport,CUST_32864,60,Female,True,False,Event,Cash,0.17,16.28,False,% off
2020-03-06,01:03:10,Cold Drinks,1,2.63,STORE_3,Suburbs,CUST_32865,60,Other,False,False,Walk-in,UPI,0.4,49.92,True,None
2021-03-10,02:59:09,Coffee,1,6.31,STORE_1,Airport,CUST_32866,37,Female,False,False,Event,Cash,0.15,17.06,False,Flat discount
2021-10-30,10:39:13,Pizza,4,5.87,STORE_8,Downtown,CUST_32867,52,Female,True,False,Online Ad,Card,0.18,30.16,True,BOGO
2021-03-20,14:41:33,Tea,1,6.7,STORE_8,Uptown,CUST_32868,38,Male,True,True,Event,Card,0.16,28.93,True,% off
2022-04-09,13:52:45,Tea,4,5.39,STORE_1,Uptown,CUST_32869,52,Other,True,False,Friend,Cash,0.4,39.85,False,Flat discount
2022-09-17,01:53:58,Cold Drinks,1,4.1,STORE_6,Airport,CUST_32870,29,Other,False,False,Walk-in,UPI,0.35,9.39,False,Flat discount
2024-05-06,23:20:32,Pizza,3,3.65,STORE_8,Suburbs,CUST_32871,61,Other,False,False,Walk-in,Card,0.01,17.21,False,None
2023-01-31,20:12:59,Cake,2,7.67,STORE_8,Suburbs,CUST_32872,28,Male,True,True,Online Ad,UPI,0.23,45.48,False,Flat discount
2021-03-01,05:09:30,Cake,2,4.65,STORE_3,Uptown,CUST_32873,27,Female,False,False,Social Media,Card,0.11,20.58,False,None
2024-10-16,09:37:33,Tea,2,7.05,STORE_10,Downtown,CUST_32874,53,Female,False,False,Event,UPI,0.01,12.65,True,None
2020-06-26,10:36:41,Merchandise,3,6.34,STORE_8,Suburbs,CUST_32875,31,Female,False,False,Social Media,UPI,0.15,19.64,False,None
2022-11-09,05:03:22,Coffee,4,5.94,STORE_6,Downtown,CUST_32876,27,Male,True,False,Friend,Wallet,0.47,5.69,False,None
2020-03-14,07:27:54,Cake,2,7.82,STORE_4,Airport,CUST_32877,26,Male,True,True,Social Media,Card,0.09,25.39,True,BOGO
2023-09-27,19:55:27,Merchandise,3,5.39,STORE_4,Suburbs,CUST_32878,44,Female,True,False,Friend,Cash,0.36,43.59,False,% off
2020-09-13,19:10:55,Cake,3,6.4,STORE_4,Airport,CUST_32879,53,Other,True,False,Friend,Card,0.38,49.13,True,BOGO
2020-09-11,07:17:04,Cake,1,7.1,STORE_6,Downtown,CUST_32880,42,Female,True,True,Online Ad,Cash,0.45,24.54,False,% off
2022-07-16,14:25:46,Tea,4,2.28,STORE_7,Suburbs,CUST_32881,25,Other,False,False,Online Ad,Card,0.06,17.29,False,Flat discount
2024-12-09,13:26:08,Cold Drinks,3,7.98,STORE_6,Suburbs,CUST_32882,43,Male,True,False,Social Media,Cash,0.28,15.39,True,% off
2022-08-30,13:13:58,Cake,4,3.57,STORE_8,Suburbs,CUST_32883,25,Other,False,False,Social Media,Wallet,0.22,41.6,True,% off
2020-10-29,00:47:22,Coffee,2,6.22,STORE_4,Suburbs,CUST_32884,19,Male,False,True,Social Media,Card,0.5,35.23,True,BOGO
2020-06-05,23:51:48,Snacks,2,7.72,STORE_3,Suburbs,CUST_32885,43,Male,True,True,Walk-in,UPI,0.12,5.07,True,% off
2021-05-12,08:31:10,Cold Drinks,2,6.58,STORE_10,Airport,CUST_32886,61,Female,False,True,Friend,Card,0.03,33.42,False,BOGO
2021-12-12,14:20:25,Tea,1,3.38,STORE_5,Airport,CUST_32887,36,Male,False,False,Event,Cash,0.28,38.56,False,% off
2023-01-21,04:28:50,Merchandise,1,4.17,STORE_7,Airport,CUST_32888,40,Male,False,True,Friend,Wallet,0.0,36.29,True,None
2022-06-04,18:28:01,Cake,4,4.49,STORE_1,Suburbs,CUST_32889,56,Female,True,True,Friend,Card,0.25,13.62,True,Flat discount
2021-02-22,00:45:04,Merchandise,4,5.52,STORE_2,Airport,CUST_32890,64,Other,False,True,Walk-in,Wallet,0.02,7.57,True,Flat discount
2022-06-11,05:45:28,Tea,1,5.62,STORE_3,Uptown,CUST_32891,45,Other,False,False,Online Ad,Card,0.09,30.15,True,None
2023-02-21,17:17:20,Coffee,3,6.73,STORE_9,Downtown,CUST_32892,35,Male,False,False,Online Ad,UPI,0.11,8.3,True,% off
2023-11-12,01:06:34,Snacks,4,7.16,STORE_9,Uptown,CUST_32893,23,Male,True,True,Event,Card,0.03,25.36,True,% off
2020-11-26,09:51:44,Cold Drinks,4,2.54,STORE_5,Uptown,CUST_32894,24,Other,False,True,Walk-in,Card,0.32,13.46,True,None
2024-10-16,09:51:10,Cake,2,3.64,STORE_6,Suburbs,CUST_32895,18,Male,True,True,Social Media,Card,0.37,17.77,False,% off
2023-05-22,03:22:19,Merchandise,4,4.06,STORE_3,Downtown,CUST_32896,20,Female,False,True,Event,Card,0.2,40.68,False,Flat discount
2024-11-28,22:52:21,Tea,4,2.08,STORE_10,Airport,CUST_32897,44,Male,True,False,Friend,Card,0.34,41.4,True,% off
2022-09-04,18:43:26,Snacks,3,4.51,STORE_7,Downtown,CUST_32898,42,Male,True,True,Online Ad,Cash,0.44,9.6,True,Flat discount
2024-04-18,06:37:41,Pizza,4,4.15,STORE_10,Uptown,CUST_32899,50,Other,True,False,Friend,Cash,0.4,14.51,True,% off
2021-04-05,03:28:05,Coffee,3,5.15,STORE_4,Uptown,CUST_32900,58,Male,False,False,Friend,UPI,0.3,34.04,True,BOGO
2022-03-22,15:56:13,Snacks,2,2.6,STORE_4,Downtown,CUST_32901,29,Other,True,True,Social Media,Wallet,0.05,9.99,False,Flat discount
2020-05-09,21:44:22,Tea,1,4.48,STORE_9,Uptown,CUST_32902,54,Male,True,False,Friend,Cash,0.04,33.49,False,None
2021-10-06,22:03:09,Coffee,2,5.58,STORE_10,Downtown,CUST_32903,44,Female,False,False,Online Ad,Cash,0.22,10.04,False,% off
2024-05-18,10:27:23,Merchandise,3,6.82,STORE_5,Downtown,CUST_32904,28,Female,True,True,Social Media,Card,0.31,31.36,False,None
2025-04-13,18:34:06,Pizza,3,6.6,STORE_8,Uptown,CUST_32905,49,Other,False,True,Social Media,UPI,0.23,20.08,False,% off
2024-06-04,00:25:40,Snacks,4,4.43,STORE_3,Suburbs,CUST_32906,18,Other,False,True,Online Ad,Wallet,0.17,43.76,True,Flat discount
2024-01-07,16:19:11,Merchandise,4,4.34,STORE_7,Airport,CUST_32907,59,Other,True,False,Friend,Cash,0.43,24.86,False,Flat discount
2024-09-16,11:17:11,Snacks,1,2.22,STORE_10,Downtown,CUST_32908,41,Other,False,False,Social Media,Card,0.24,36.72,False,None
2022-12-20,07:19:18,Cold Drinks,3,2.5,STORE_8,Suburbs,CUST_32909,32,Female,True,True,Social Media,Cash,0.1,18.05,True,Flat discount
2020-11-08,19:40:11,Pizza,3,7.23,STORE_1,Airport,CUST_32910,35,Female,False,False,Event,UPI,0.29,14.03,False,BOGO
2023-11-23,06:12:41,Tea,2,6.84,STORE_8,Uptown,CUST_32911,54,Other,True,True,Event,UPI,0.06,35.8,True,Flat discount
2023-02-22,18:00:32,Snacks,1,2.13,STORE_3,Suburbs,CUST_32912,40,Female,False,False,Event,Cash,0.21,5.09,False,Flat discount
2020-03-18,14:55:21,Pizza,2,7.3,STORE_8,Uptown,CUST_32913,59,Male,False,False,Friend,Cash,0.07,12.14,False,None
2023-12-23,06:34:40,Tea,4,5.68,STORE_10,Downtown,CUST_32914,45,Other,False,False,Online Ad,UPI,0.27,5.46,False,None
2024-06-22,06:33:03,Merchandise,4,6.81,STORE_1,Downtown,CUST_32915,50,Male,True,False,Event,Cash,0.25,22.11,False,Flat discount
2024-09-23,14:13:01,Cold Drinks,2,5.02,STORE_9,Airport,CUST_32916,35,Male,True,True,Online Ad,Cash,0.11,48.01,False,None
2024-06-06,17:45:23,Cold Drinks,4,2.9,STORE_8,Uptown,CUST_32917,61,Male,False,True,Walk-in,Card,0.45,40.28,False,BOGO
2021-11-28,04:12:27,Cold Drinks,2,4.14,STORE_4,Downtown,CUST_32918,18,Female,True,False,Social Media,Cash,0.21,44.99,False,Flat discount
2024-12-10,14:59:34,Cake,3,4.7,STORE_4,Airport,CUST_32919,56,Other,True,True,Friend,Cash,0.47,14.92,False,% off
2021-06-29,08:53:47,Coffee,3,6.52,STORE_4,Suburbs,CUST_32920,50,Female,True,True,Walk-in,UPI,0.17,26.84,True,None
2020-08-04,12:52:59,Coffee,4,6.88,STORE_9,Uptown,CUST_32921,37,Female,False,False,Friend,Card,0.39,48.0,False,None
2021-06-17,17:04:16,Cake,1,6.45,STORE_2,Suburbs,CUST_32922,26,Other,False,True,Event,Card,0.16,32.32,False,% off
2023-04-17,15:50:56,Cake,3,4.86,STORE_7,Suburbs,CUST_32923,52,Female,False,False,Online Ad,Wallet,0.16,48.93,False,% off
2020-02-01,09:13:20,Cold Drinks,4,5.98,STORE_10,Suburbs,CUST_32924,45,Male,True,False,Event,UPI,0.09,16.0,True,BOGO
2022-01-08,07:43:07,Coffee,1,3.77,STORE_8,Airport,CUST_32925,59,Male,True,True,Friend,Card,0.15,10.13,False,BOGO
2023-11-21,18:46:21,Snacks,4,7.93,STORE_6,Uptown,CUST_32926,32,Female,False,False,Social Media,Card,0.3,42.0,True,Flat discount
2022-07-02,22:42:16,Merchandise,2,3.01,STORE_1,Suburbs,CUST_32927,59,Male,False,True,Online Ad,Card,0.33,19.14,False,% off
2023-03-16,19:25:59,Pizza,4,6.34,STORE_8,Suburbs,CUST_32928,36,Female,True,True,Walk-in,UPI,0.36,34.85,False,BOGO
2021-11-24,18:21:43,Merchandise,2,2.93,STORE_9,Uptown,CUST_32929,37,Other,True,True,Event,Wallet,0.15,6.98,True,None
2020-02-03,09:39:37,Tea,3,3.69,STORE_4,Downtown,CUST_32930,25,Other,True,False,Social Media,UPI,0.33,40.38,False,None
2021-02-10,18:08:01,Snacks,3,6.49,STORE_9,Airport,CUST_32931,62,Other,False,True,Event,Cash,0.37,11.2,True,% off
